sid,timepoint,factor,semipartial correlation
9,225,Attended Area,0.6729161037183893
9,275,Attended Area,0.47381685533510104
9,325,Attended Area,0.4407821108445372
9,375,Attended Area,0.5288507140024082
9,425,Attended Area,0.373230399737495
9,475,Attended Area,0.5466961773836841
9,525,Attended Area,0.33337560449910175
9,575,Attended Area,0.1525090390317838
9,625,Attended Area,0.23249200948832
9,675,Attended Area,0.10046170863791438
9,725,Attended Area,0.2600241366378491
9,775,Attended Area,0.3733708978710697
9,825,Attended Area,0.08415324184624487
9,875,Attended Area,0.39099395259937336
9,925,Attended Area,0.09766523124523667
9,975,Attended Area,0.36009384848859527
9,1025,Attended Area,0.22463010659645108
9,1075,Attended Area,0.25594705162552467
9,1125,Attended Area,0.40174632903309876
9,1175,Attended Area,0.39649927501857274
9,1225,Attended Area,0.18191721053662507
9,-225,Total,0.37613367689031346
9,-175,Total,0.168451283645824
9,-125,Total,0.5717983047343737
9,-75,Total,0.21805357709241935
9,-25,Total,0.4771543086463584
9,25,Total,0.40879821342710615
9,75,Total,0.5024218080968296
9,125,Total,0.48922345353693336
9,175,Total,0.5855115540128664
9,225,Total,0.697218874221298
9,275,Total,0.6714886416490239
9,325,Total,0.5238320776364298
9,375,Total,0.7100117157664474
9,425,Total,0.7197652671492412
9,475,Total,0.6339076488977387
9,525,Total,0.5171494951506164
9,575,Total,0.25188621854007087
9,625,Total,0.38827382542200084
9,675,Total,0.3114073532611777
9,725,Total,0.33460289380620295
9,775,Total,0.4546330118909306
9,825,Total,0.4330837685622016
9,875,Total,0.4801163589237096
9,925,Total,0.16426675968325125
9,975,Total,0.461986021329721
9,1025,Total,0.3369181843078098
9,1075,Total,0.4849089625584055
9,1125,Total,0.47684507902698536
9,1175,Total,0.4224466238935605
9,1225,Total,0.23871620290003037
10,-225,Set Size,-0.13575142094309975
10,-175,Set Size,-0.014995822100588474
10,-125,Set Size,-0.22905769008498772
10,-75,Set Size,-0.2411427059577201
10,-25,Set Size,0.0237633453950869
10,25,Set Size,0.005785600655569882
10,75,Set Size,-0.05803245280644726
10,125,Set Size,0.15984879412261865
10,175,Set Size,0.10223971546974893
10,225,Set Size,0.46468493479392026
10,275,Set Size,0.3848191808614886
10,325,Set Size,0.3443012788679001
10,375,Set Size,0.2613257328526041
10,425,Set Size,0.13285879871580922
10,475,Set Size,0.18744990338291062
10,525,Set Size,0.2504031882822109
10,575,Set Size,0.46273713884626966
10,625,Set Size,0.5058810097757108
10,675,Set Size,0.525576990692693
10,725,Set Size,0.5298019145175347
10,775,Set Size,0.4965239087948963
10,825,Set Size,0.4258051909184414
10,875,Set Size,0.2577389836930935
10,925,Set Size,0.4066255265115107
10,975,Set Size,0.4400581255851889
10,1025,Set Size,0.34427130036553844
10,1075,Set Size,0.2537298808857797
10,1125,Set Size,0.413232745543841
10,1175,Set Size,0.39609775666667374
10,1225,Set Size,0.1973653623732747
10,-225,Number of Locations,0.048822723507516756
10,-175,Number of Locations,-0.14244008477672399
10,-125,Number of Locations,-0.01606419711057258
10,-75,Number of Locations,-0.043188513390713515
10,-25,Number of Locations,0.06616944093709218
10,25,Number of Locations,0.00025552828692782973
10,75,Number of Locations,-0.0029166103426032067
10,125,Number of Locations,0.127841204550027
10,175,Number of Locations,0.1560038793142392
10,225,Number of Locations,0.050623481724320095
10,275,Number of Locations,0.01327299645268667
10,325,Number of Locations,0.0023426746506584354
10,375,Number of Locations,0.01432394320147267
10,425,Number of Locations,0.10314814139535185
10,475,Number of Locations,0.06757721511338842
10,525,Number of Locations,0.08288203052390133
10,575,Number of Locations,0.031210299308998903
10,625,Number of Locations,0.07623662346416536
10,675,Number of Locations,0.09578336661601987
10,725,Number of Locations,0.109699533965643
10,775,Number of Locations,0.10434284719147947
10,825,Number of Locations,-0.004946945613907751
10,875,Number of Locations,-0.09866278644616189
10,925,Number of Locations,0.015318557927892634
10,975,Number of Locations,0.04128977647585457
10,1025,Number of Locations,0.023393499620881972
10,1075,Number of Locations,-0.10800765408584304
10,1125,Number of Locations,0.02946148568277478
10,1175,Number of Locations,0.01761028440519003
10,1225,Number of Locations,-0.19267017082506008
10,-225,Overlap Process,-0.14036968183916967
10,-175,Overlap Process,0.007155668966054585
10,-125,Overlap Process,-0.0483708651690479
10,-75,Overlap Process,0.1381645201061111
10,-25,Overlap Process,-0.1398739894314519
10,25,Overlap Process,0.033303927127764185
10,75,Overlap Process,0.03135209526826223
10,125,Overlap Process,-0.07193291750289099
10,175,Overlap Process,0.05071692226129537
10,225,Overlap Process,0.22889427144594857
10,275,Overlap Process,0.43406449749812226
10,325,Overlap Process,0.4838831312234729
10,375,Overlap Process,0.3584999400068013
10,425,Overlap Process,0.17346628349775442
10,475,Overlap Process,0.14232020070855353
10,525,Overlap Process,0.34096388613754425
10,575,Overlap Process,0.3073159303476048
10,625,Overlap Process,0.41748236945758294
10,675,Overlap Process,0.4143561051258223
10,725,Overlap Process,0.4053937202245449
10,775,Overlap Process,0.43428977634405463
10,825,Overlap Process,0.4218733679863533
10,875,Overlap Process,0.4637096106769214
10,925,Overlap Process,0.46692761185230813
10,975,Overlap Process,0.4556710095253896
10,1025,Overlap Process,0.5240474421054931
10,1075,Overlap Process,0.5266732600389289
10,1125,Overlap Process,0.4901437430611171
10,1175,Overlap Process,0.4830596964933515
10,1225,Overlap Process,0.5151447724568459
10,-225,Attended Area,-0.152148261182353
10,-175,Attended Area,0.0640639575533196
10,-125,Attended Area,-0.42130517441936266
10,-75,Attended Area,0.1772988123413609
10,-25,Attended Area,0.0848268009703215
10,25,Attended Area,0.1830143390060617
10,75,Attended Area,0.4203118027624116
10,125,Attended Area,0.6858366972182937
10,175,Attended Area,0.8479954280099616
10,225,Attended Area,0.628315734240514
10,275,Attended Area,0.42150853492301793
10,325,Attended Area,0.5376397181618496
10,375,Attended Area,0.5095284421433093
10,425,Attended Area,0.6278506622509609
10,475,Attended Area,0.5295086923564531
10,525,Attended Area,0.42574188794249446
10,575,Attended Area,0.38328834787079963
10,625,Attended Area,0.2716082783626371
10,675,Attended Area,0.38437368719295467
10,725,Attended Area,0.22953519560637678
10,775,Attended Area,0.2357495810300103
10,825,Attended Area,0.32056889156072277
10,875,Attended Area,0.26662360506952176
10,925,Attended Area,0.26035333898561547
10,975,Attended Area,0.277043248318437
10,1025,Attended Area,0.22378310728771234
10,1075,Attended Area,0.2593714415823274
10,1125,Attended Area,0.19561015777256127
10,1175,Attended Area,0.2622093668475627
10,1225,Attended Area,0.16495147465184873
10,-225,Total,0.23977649885481483
10,-175,Total,0.16210964375866707
10,-125,Total,0.4639219599072429
10,-75,Total,0.32994353589098535
10,-25,Total,0.18321174167809595
10,25,Total,0.18376452864345014
10,75,Total,0.4353716405019851
10,125,Total,0.7184106298675648
10,175,Total,0.8579261226151957
10,225,Total,0.761224047355613
10,275,Total,0.666402106993375
10,325,Total,0.7380018694831457
10,375,Total,0.6211356340160307
10,425,Total,0.6378620397466538
10,475,Total,0.5493545267243012
10,525,Total,0.5531352304976817
10,575,Total,0.6329195703311614
10,625,Total,0.6814038544957299
10,675,Total,0.7272595178088496
10,725,Total,0.6857302625187458
10,775,Total,0.67950484948968
10,825,Total,0.6444684285016214
10,875,Total,0.5724434409066045
10,925,Total,0.6434661704998497
10,975,Total,0.6606518595621681
10,1025,Total,0.6427509267445387
10,1075,Total,0.6193286040553988
10,1125,Total,0.6537082061975117
10,1175,Total,0.6486791515716613
10,1225,Total,0.5903268446643878
11,-225,Set Size,0.2556938911595647
11,-175,Set Size,0.26873978051914904
11,-125,Set Size,0.33699584815640143
11,-75,Set Size,0.34792629471591485
11,-25,Set Size,-0.09020162714276993
11,25,Set Size,0.2623373727575884
11,75,Set Size,0.18340283307727676
11,125,Set Size,0.36036153847928215
11,175,Set Size,0.15141701929175466
11,225,Set Size,0.15369190131775565
11,275,Set Size,0.1080493298848299
11,325,Set Size,0.5302893987491133
11,375,Set Size,0.43304071181647713
11,425,Set Size,0.2793186954020469
11,475,Set Size,0.20245077795329092
11,525,Set Size,0.47542956681543996
11,575,Set Size,0.5052014364859087
11,625,Set Size,0.3574660364139969
11,675,Set Size,0.3556760974086226
11,725,Set Size,0.42043435771503446
11,775,Set Size,0.5146977461868475
11,825,Set Size,0.5751786325661956
11,875,Set Size,0.6290146004592236
11,925,Set Size,0.7903074755346071
11,975,Set Size,0.6453578244454306
11,1025,Set Size,0.7042175247504334
11,1075,Set Size,0.5265562340632816
11,1125,Set Size,0.5748400624924395
11,1175,Set Size,0.3309026112329391
11,1225,Set Size,0.3669373645652988
11,-225,Number of Locations,0.22143333929950243
11,-175,Number of Locations,0.3566168862941067
11,-125,Number of Locations,0.3238620608933296
11,-75,Number of Locations,0.4009928278995582
11,-25,Number of Locations,-0.21483864334621966
11,25,Number of Locations,0.421390698560493
11,75,Number of Locations,0.3421471787864809
11,125,Number of Locations,0.21201536135025112
11,175,Number of Locations,0.1807097420314822
11,225,Number of Locations,0.2094482603595336
11,275,Number of Locations,0.07639532395904748
11,325,Number of Locations,0.015778132791909486
11,375,Number of Locations,0.04734001376970883
11,425,Number of Locations,0.08257522776721782
11,475,Number of Locations,0.1615659146300351
11,525,Number of Locations,0.15452162990537108
11,575,Number of Locations,0.20722654257703507
11,625,Number of Locations,0.25182985049509254
11,675,Number of Locations,0.2608430004714424
11,725,Number of Locations,0.18736619686035938
11,775,Number of Locations,0.18765682025110317
11,825,Number of Locations,0.04568660796044673
11,875,Number of Locations,0.17293334101892702
11,925,Number of Locations,0.03743539094562715
11,975,Number of Locations,0.1880959181743906
11,1025,Number of Locations,0.03926513608101303
11,1075,Number of Locations,0.17768876184801094
11,1125,Number of Locations,0.04915512149888268
11,1175,Number of Locations,0.1351611572038837
11,1225,Number of Locations,0.11565698573622427
11,-225,Overlap Process,0.06250152093702707
11,-175,Overlap Process,-0.29441999960395604
11,-125,Overlap Process,-0.016643160034557784
11,-75,Overlap Process,-0.24336637950770157
11,-25,Overlap Process,0.28944103205003074
11,25,Overlap Process,-0.22874619661190276
11,75,Overlap Process,-0.3392263607158847
11,125,Overlap Process,-0.20305858191508705
11,175,Overlap Process,0.02255873529297833
11,225,Overlap Process,0.13533183070138677
11,275,Overlap Process,0.3749478998089236
11,325,Overlap Process,0.48105632762433176
11,375,Overlap Process,0.5100376278543637
11,425,Overlap Process,0.255159188026911
11,475,Overlap Process,0.20856974192929184
11,525,Overlap Process,0.2821910549161291
11,575,Overlap Process,0.20595264757874907
11,625,Overlap Process,0.29244432386427766
11,675,Overlap Process,0.21262544421344942
11,725,Overlap Process,0.23737725553252476
11,775,Overlap Process,0.3521957052710962
11,825,Overlap Process,0.09309913817607618
11,875,Overlap Process,0.2888042565502681
11,925,Overlap Process,0.2705086339222723
11,975,Overlap Process,0.26483246263108856
11,1025,Overlap Process,0.1878244579946834
11,1075,Overlap Process,0.41511394120600636
11,1125,Overlap Process,0.09086959599469815
11,1175,Overlap Process,0.5242109541127952
11,1225,Overlap Process,0.21984329626207064
11,-225,Attended Area,-0.08982720067754132
11,-175,Attended Area,0.028778851269276783
11,-125,Attended Area,-0.07398706498974744
11,-75,Attended Area,-0.05630736859864217
11,-25,Attended Area,-0.23109998429929904
11,25,Attended Area,-0.09075481907246144
11,75,Attended Area,-0.06443453003139799
11,125,Attended Area,0.6241851980275915
11,175,Attended Area,0.8024678459320742
11,225,Attended Area,0.5742430823706896
11,275,Attended Area,0.4151037112925457
11,325,Attended Area,0.21132040731675714
11,375,Attended Area,0.3756794532865526
11,425,Attended Area,0.7657806765034778
11,475,Attended Area,0.6929788325695768
11,525,Attended Area,0.5539604376685331
11,575,Attended Area,0.519026718380157
11,625,Attended Area,0.366090239714574
11,675,Attended Area,0.2514346063602475
11,725,Attended Area,0.2928576954165264
11,775,Attended Area,0.24361539732350423
11,825,Attended Area,0.013406263000792548
11,875,Attended Area,0.04773295659106895
11,925,Attended Area,-0.02721748297554528
11,975,Attended Area,0.014615988245799872
11,1025,Attended Area,0.05633895492188719
11,1075,Attended Area,0.06539268993299839
11,1125,Attended Area,-0.05420221030705053
11,1175,Attended Area,0.14806678456989356
11,1225,Attended Area,0.14525345785801116
11,-225,Total,0.3531278261557343
11,-175,Total,0.48535714050632917
11,-125,Total,0.4472204159407328
11,-75,Total,0.5313242137489829
11,-25,Total,0.43754382514905577
11,25,Total,0.5065148626651105
11,75,Total,0.4750999312082546
11,125,Total,0.7589492984584151
11,175,Total,0.8199484871422621
11,225,Total,0.6052583964047337
11,275,Total,0.527949335960415
11,325,Total,0.7311206351006784
11,375,Total,0.7214118931266045
11,425,Total,0.8032629376292999
11,475,Total,0.7193218594546131
11,525,Total,0.7291262701777134
11,575,Total,0.71144339932579
11,625,Total,0.5818822671026443
11,675,Total,0.5014570490212142
11,725,Total,0.5454739569082547
11,775,Total,0.6560797477816988
11,825,Total,0.591509635339653
11,875,Total,0.7092471666773766
11,925,Total,0.8620709250984083
11,975,Total,0.7195847988563316
11,1025,Total,0.7400109249852221
11,1075,Total,0.6948277978045985
11,1125,Total,0.6017058460016126
11,1175,Total,0.641028538399949
11,1225,Total,0.4434114822016163
12,-225,Set Size,-0.2920382552627679
12,-175,Set Size,0.3741692813380853
12,-125,Set Size,-0.20744477490653343
12,-75,Set Size,-0.07691405767074663
12,-25,Set Size,0.18624910063187244
12,25,Set Size,-0.08982088184252653
12,75,Set Size,-0.11808146319989665
12,125,Set Size,0.10318801769558081
12,175,Set Size,0.25094611760825897
12,225,Set Size,0.5696520251506961
12,275,Set Size,0.47162640572392367
12,325,Set Size,0.25747998193068244
12,375,Set Size,0.33814853106978027
12,425,Set Size,0.09090884860305912
12,475,Set Size,0.3009259303850582
12,525,Set Size,0.19824865387455148
12,575,Set Size,0.0970837959560459
12,625,Set Size,0.1238782764175087
12,675,Set Size,0.010867493521199251
12,725,Set Size,0.11452241670306926
12,775,Set Size,0.025224346687127287
12,825,Set Size,0.04025714326042802
12,875,Set Size,0.13303620278662656
12,925,Set Size,0.26401460408606137
12,975,Set Size,0.004151518103740186
12,1025,Set Size,0.1441613983968005
12,1075,Set Size,0.01968812470276304
12,1125,Set Size,-0.02784677847105115
12,1175,Set Size,-0.046364154948008704
12,1225,Set Size,-0.00810349911239359
12,-225,Number of Locations,-0.3164686989085216
12,-175,Number of Locations,0.06176981790299671
12,-125,Number of Locations,-0.05755082457456298
12,-75,Number of Locations,-0.21715544641422993
12,-25,Number of Locations,0.10235875590321465
12,25,Number of Locations,-0.04137226646872472
12,75,Number of Locations,-0.11385291540164318
12,125,Number of Locations,-0.1458506302090865
12,175,Number of Locations,0.07745708977665597
12,225,Number of Locations,0.15415871566922373
12,275,Number of Locations,-0.0864316509767274
12,325,Number of Locations,0.07806227236638003
12,375,Number of Locations,0.09957442650402908
12,425,Number of Locations,-0.025617263407405565
12,475,Number of Locations,0.15595064543449946
12,525,Number of Locations,0.11568635228814134
12,575,Number of Locations,-0.060554035324560176
12,625,Number of Locations,-0.0773188157720606
12,675,Number of Locations,0.014600977476001196
12,725,Number of Locations,-0.06321335642542868
12,775,Number of Locations,-0.16552157646010074
12,825,Number of Locations,-0.2696392110626496
12,875,Number of Locations,-0.1487195617011071
12,925,Number of Locations,-0.09458844550609088
12,975,Number of Locations,-0.18117682673300883
12,1025,Number of Locations,0.016729886685299514
12,1075,Number of Locations,-0.11357329460054034
12,1125,Number of Locations,-0.166151672952485
12,1175,Number of Locations,-0.11422850721569681
12,1225,Number of Locations,-0.20642865317281292
12,-225,Overlap Process,0.03396363889572857
12,-175,Overlap Process,-0.020917763819077118
12,-125,Overlap Process,0.0265885874577974
12,-75,Overlap Process,0.05768299324258416
12,-25,Overlap Process,0.25212718536367107
12,25,Overlap Process,-0.0011461565885149095
12,75,Overlap Process,-0.045242034207751906
12,125,Overlap Process,0.05027179403222899
12,175,Overlap Process,-0.02715885595149223
12,225,Overlap Process,-0.06187717414880031
12,275,Overlap Process,0.12886176804250948
12,325,Overlap Process,0.29050345252871396
12,375,Overlap Process,0.2731419726290007
12,425,Overlap Process,0.20794288791266888
12,475,Overlap Process,0.1358789669193091
12,525,Overlap Process,0.2073161429548965
12,575,Overlap Process,0.14417222571511376
12,625,Overlap Process,0.19096952995100994
12,675,Overlap Process,0.14173131586010174
12,725,Overlap Process,0.2044374574457188
12,775,Overlap Process,0.21749616217720838
12,825,Overlap Process,0.2946948678810719
12,875,Overlap Process,0.30710869887267295
12,925,Overlap Process,0.0876018409896788
12,975,Overlap Process,0.2654128184242991
12,1025,Overlap Process,0.020251743226414657
12,1075,Overlap Process,0.10277281014913887
12,1125,Overlap Process,0.13187667739771933
12,1175,Overlap Process,-0.026485957138188916
12,1225,Overlap Process,0.026384501850160922
12,-225,Attended Area,-0.36690548575912285
12,-175,Attended Area,0.14853630016089378
12,-125,Attended Area,-0.0916848750360332
12,-75,Attended Area,-0.3184511952683468
12,-25,Attended Area,-0.25808882417839973
12,25,Attended Area,-0.30317176030649323
12,75,Attended Area,-0.13279697556428846
12,125,Attended Area,0.19908877462098798
12,175,Attended Area,0.7396127392687559
12,225,Attended Area,0.32531079053110823
12,275,Attended Area,0.6017315785160582
12,325,Attended Area,0.7230843447079485
12,375,Attended Area,0.5664431431092697
12,425,Attended Area,0.5008493708321387
12,475,Attended Area,0.535956053924691
12,525,Attended Area,0.34085668020827947
12,575,Attended Area,0.39036192653535073
12,625,Attended Area,0.2656923894940406
12,675,Attended Area,0.1813591567120237
12,725,Attended Area,-0.027136207120312828
12,775,Attended Area,-0.08892242312241516
12,825,Attended Area,-0.10301114543607719
12,875,Attended Area,-0.033792747307756554
12,925,Attended Area,-0.002894216395333283
12,975,Attended Area,-0.09842883231228983
12,1025,Attended Area,-0.08892829970337114
12,1075,Attended Area,-0.10955113570948805
12,1125,Attended Area,-0.16211850673907666
12,1175,Attended Area,0.00825556628930788
12,1225,Attended Area,-0.2432514022897738
12,-225,Total,0.5148658406922747
12,-175,Total,0.39185733048759774
12,-125,Total,0.2219888194122511
12,-75,Total,0.3848315354876804
12,-25,Total,0.472566677789898
12,25,Total,0.31276836742816544
12,75,Total,0.19390805382915477
12,125,Total,0.2802078550840744
12,175,Total,0.7750328393613162
12,225,Total,0.6369825775639952
12,275,Total,0.7589855690708877
12,325,Total,0.7670124717795811
12,375,Total,0.6615241099826963
12,425,Total,0.5207732586363544
12,475,Total,0.5983014755355132
12,525,Total,0.41814887961570296
12,575,Total,0.41305097425484394
12,625,Total,0.336294438974019
12,675,Total,0.21385895596556503
12,725,Total,0.2567833996763862
12,775,Total,0.2939766970246621
12,825,Total,0.4180504832021334
12,875,Total,0.38065579032152913
12,925,Total,0.31570178938111493
12,975,Total,0.3390229878312524
12,1025,Total,0.18317830079796132
12,1075,Total,0.19688282538178375
12,1125,Total,0.2680391205657777
12,1175,Total,0.12592645924346701
12,1225,Total,0.31703742891856024
13,-225,Set Size,-0.19620214887268758
13,-175,Set Size,-0.27207509715575834
13,-125,Set Size,-0.049586044886945575
13,-75,Set Size,-0.20660213423412324
13,-25,Set Size,0.17503577665083128
13,25,Set Size,-0.01740722314997388
13,75,Set Size,0.01796640204888854
13,125,Set Size,0.13015318314543095
13,175,Set Size,0.06185314420289616
13,225,Set Size,-0.08412907870065124
13,275,Set Size,0.0219909218946772
13,325,Set Size,0.015195609596071616
13,375,Set Size,0.24652216831787
13,425,Set Size,0.32960528157170454
13,475,Set Size,0.08397830175842406
13,525,Set Size,0.21773720372028604
13,575,Set Size,0.16728324543273293
13,625,Set Size,0.21323841872281854
13,675,Set Size,0.27716795520895104
13,725,Set Size,0.08577511794924926
13,775,Set Size,0.4554354381806401
13,825,Set Size,0.05814135673551483
13,875,Set Size,0.10698833838184407
13,925,Set Size,0.07569577303046765
13,975,Set Size,0.4008364235121114
13,1025,Set Size,0.5288350681389242
13,1075,Set Size,0.4689415371716806
13,1125,Set Size,0.31259878577831607
13,1175,Set Size,0.3125442855140978
13,1225,Set Size,0.4449636104321697
13,-225,Number of Locations,-0.27083024644243026
13,-175,Number of Locations,-0.3672995230129044
13,-125,Number of Locations,0.157776682503949
13,-75,Number of Locations,0.016474195459337822
13,-25,Number of Locations,0.189299938059873
13,25,Number of Locations,0.024505874012569102
13,75,Number of Locations,-0.3688448205028729
13,125,Number of Locations,0.049489759640632895
13,175,Number of Locations,0.07780143017499815
13,225,Number of Locations,-0.018269320837841066
13,275,Number of Locations,-0.04513182804340008
13,325,Number of Locations,-0.13604637632981115
13,375,Number of Locations,0.037644219354866885
13,425,Number of Locations,0.11786476371751559
13,475,Number of Locations,-0.15100304254248595
13,525,Number of Locations,-0.09313642892428745
13,575,Number of Locations,0.04731043608728115
13,625,Number of Locations,0.00405958702929448
13,675,Number of Locations,0.1845661824761363
13,725,Number of Locations,0.05010375194075152
13,775,Number of Locations,0.2672324020566648
13,825,Number of Locations,-0.086059971707695
13,875,Number of Locations,0.11600041660422426
13,925,Number of Locations,-0.1462408623576523
13,975,Number of Locations,0.11140766240295581
13,1025,Number of Locations,-0.09312964149867975
13,1075,Number of Locations,-0.01696107166995383
13,1125,Number of Locations,-0.08605382277723833
13,1175,Number of Locations,0.01378357642459286
13,1225,Number of Locations,-0.14237965618651616
13,-225,Overlap Process,0.289053354951971
13,-175,Overlap Process,0.06595320988128098
13,-125,Overlap Process,-0.20743313301075922
13,-75,Overlap Process,0.09085540908884321
13,-25,Overlap Process,-0.13621735497892748
13,25,Overlap Process,-0.09605073928320841
13,75,Overlap Process,0.06697048203456187
13,125,Overlap Process,0.0070283862998858256
13,175,Overlap Process,0.17990471029165356
13,225,Overlap Process,0.2246206208321021
13,275,Overlap Process,0.1990949051634979
13,325,Overlap Process,0.3027508880264151
13,375,Overlap Process,0.056847707754178536
13,425,Overlap Process,0.0693888575543227
13,475,Overlap Process,0.15745300434663367
13,525,Overlap Process,0.22422685459975722
13,575,Overlap Process,0.1555982140264508
13,625,Overlap Process,0.29383166660396925
13,675,Overlap Process,0.24557391876748294
13,725,Overlap Process,0.22128389320324882
13,775,Overlap Process,0.14732973255967996
13,825,Overlap Process,0.18888907632657248
13,875,Overlap Process,0.1989755465707169
13,925,Overlap Process,0.24930062698751876
13,975,Overlap Process,0.20767843678464604
13,1025,Overlap Process,0.16147097458284457
13,1075,Overlap Process,0.07387585847445007
13,1125,Overlap Process,0.1498904349319521
13,1175,Overlap Process,-0.06632597024644078
13,1225,Overlap Process,0.010155484055574952
13,-225,Attended Area,-0.11003842253193899
13,-175,Attended Area,-0.04810827708891685
13,-125,Attended Area,-0.09431746911531619
13,-75,Attended Area,-0.03963460290320562
13,-25,Attended Area,0.029422285647459745
13,25,Attended Area,-0.5410904045061373
13,75,Attended Area,-0.37691914095371704
13,125,Attended Area,0.4322389900628742
13,175,Attended Area,0.5512117288759693
13,225,Attended Area,0.1695325374067222
13,275,Attended Area,0.43081891801605926
13,325,Attended Area,0.3939170694877854
13,375,Attended Area,0.3396171322405291
13,425,Attended Area,0.5555871434158135
13,475,Attended Area,0.26146450102737856
13,525,Attended Area,0.27825308807020815
13,575,Attended Area,0.5292421022992125
13,625,Attended Area,0.28677692736038085
13,675,Attended Area,0.25844112754566106
13,725,Attended Area,0.24597916514490323
13,775,Attended Area,0.19994720154958462
13,825,Attended Area,0.15347940088796444
13,875,Attended Area,0.05266748558601923
13,925,Attended Area,0.132637228259683
13,975,Attended Area,0.28216607270262406
13,1025,Attended Area,0.20865689052251876
13,1075,Attended Area,-0.030154946281012947
13,1125,Attended Area,-0.22552444839467478
13,1175,Attended Area,-0.19543221422246101
13,1225,Attended Area,-0.05667613646963821
13,-225,Total,0.4234329335441163
13,-175,Total,0.42147753194072646
13,-125,Total,0.2697810212240363
13,-75,Total,0.23628785582680348
13,-25,Total,0.2641409201486827
13,25,Total,0.5453523570537729
13,75,Total,0.5336755957767769
13,125,Total,0.44545810869856073
13,175,Total,0.5601685107549301
13,225,Total,0.27716543819051503
13,275,Total,0.453140719775396
13,325,Total,0.48028539967739464
13,375,Total,0.40162318560354715
13,425,Total,0.6201915347187982
13,475,Total,0.3387080559905808
13,525,Total,0.40746904518866833
13,575,Total,0.545870355038141
13,625,Total,0.4277495697295453
13,675,Total,0.4457272441282773
13,725,Total,0.3164879873057065
13,775,Total,0.5348932906997454
13,825,Total,0.24724188680674894
13,875,Total,0.25748614156585536
13,925,Total,0.31128215539466225
13,975,Total,0.5032999324656605
13,1025,Total,0.6027771666035192
13,1075,Total,0.49567363908330436
13,1125,Total,0.4700675022284116
13,1175,Total,0.3896097476089004
13,1225,Total,0.5106837012752381
14,-225,Set Size,-0.15336765467950195
14,-175,Set Size,0.3465416064981587
14,-125,Set Size,0.024960225988871376
14,-75,Set Size,-0.30749839374745225
14,-25,Set Size,-0.34452181680693805
14,25,Set Size,-0.34549060029933587
14,75,Set Size,-0.199313234041067
14,125,Set Size,0.06059912933754096
14,175,Set Size,0.001224160414417263
14,225,Set Size,-0.15826375379437138
14,275,Set Size,-0.08752840218130566
14,325,Set Size,0.21258502799116968
14,375,Set Size,0.09223642150776354
14,425,Set Size,0.015027622454007659
14,475,Set Size,0.09613561477013474
14,525,Set Size,-0.07693972141282522
14,575,Set Size,-0.0682962763154337
14,625,Set Size,-0.11995220231677263
14,675,Set Size,-0.19451660515091157
14,725,Set Size,-0.11507714758562297
14,775,Set Size,-0.11100481814017205
14,825,Set Size,-0.1490137563954527
14,875,Set Size,-0.11406109866729444
14,925,Set Size,0.05140895238953548
14,975,Set Size,0.07928852741652878
14,1025,Set Size,-0.17253967937404766
14,1075,Set Size,-0.15651966028757014
14,1125,Set Size,-0.09321618575928288
14,1175,Set Size,-0.22911125523504314
14,1225,Set Size,-0.05456151439161217
14,-225,Number of Locations,-0.00014383907316881952
14,-175,Number of Locations,0.005348221306490219
14,-125,Number of Locations,0.2513152508860043
14,-75,Number of Locations,-0.2169485684627315
14,-25,Number of Locations,-0.31833254712295855
14,25,Number of Locations,-0.15898449240596665
14,75,Number of Locations,-0.07873734522204413
14,125,Number of Locations,-0.07400065447654967
14,175,Number of Locations,-0.044478010136254804
14,225,Number of Locations,0.006078708873277537
14,275,Number of Locations,-0.12325629949270452
14,325,Number of Locations,0.1541331344485604
14,375,Number of Locations,0.16373223405806955
14,425,Number of Locations,0.12591027426863496
14,475,Number of Locations,-0.004377201450391865
14,525,Number of Locations,-0.03850609259973927
14,575,Number of Locations,-0.1696564280246459
14,625,Number of Locations,-0.1724442103092354
14,675,Number of Locations,-0.06504850896174684
14,725,Number of Locations,-0.220267566750383
14,775,Number of Locations,-0.15714027234325215
14,825,Number of Locations,-0.12012023606939327
14,875,Number of Locations,-0.33806227872706435
14,925,Number of Locations,0.06708534284448099
14,975,Number of Locations,-0.22051210211105807
14,1025,Number of Locations,-0.19383030844424545
14,1075,Number of Locations,-0.2715619123576001
14,1125,Number of Locations,-0.09013065586893698
14,1175,Number of Locations,-0.2274682102911532
14,1225,Number of Locations,0.031125354312100537
14,-225,Overlap Process,0.24618730014692652
14,-175,Overlap Process,-0.15337208906290015
14,-125,Overlap Process,0.18029457701898668
14,-75,Overlap Process,0.08496095022306875
14,-25,Overlap Process,0.06064289051996798
14,25,Overlap Process,-0.0264754323541261
14,75,Overlap Process,-0.1832627359838196
14,125,Overlap Process,-0.05755924946599107
14,175,Overlap Process,0.08365768529016626
14,225,Overlap Process,0.04318522390236518
14,275,Overlap Process,0.07529207580777109
14,325,Overlap Process,0.006367787715451523
14,375,Overlap Process,0.0334817942953391
14,425,Overlap Process,-0.04434001606992795
14,475,Overlap Process,0.058548815058979464
14,525,Overlap Process,0.10452632886732706
14,575,Overlap Process,0.17670229438158577
14,625,Overlap Process,0.039817190869895165
14,675,Overlap Process,0.0331467510788235
14,725,Overlap Process,0.1511762312259351
14,775,Overlap Process,0.18255280837836657
